# kx	kx_over_pi	mode0	mode1	mode2	mode3	mode4	mode5	mode0_cm1	mode1_cm1	mode2_cm1	mode3_cm1	mode4_cm1	mode5_cm1
9.2792974499e-01	2.9536921151e-01	6.431437221264e-04	6.981783015720e-04	1.141388622314e-03	4.734750833221e-03	5.036532354721e-03	5.109180304299e-03	70.57686566	76.61621268	125.25292356	519.57884686	552.69554095	560.66773193
9.3186165069e-01	2.9662077597e-01	6.461256203173e-04	7.010553942944e-04	1.145339890174e-03	4.734801629924e-03	5.037740701096e-03	5.109129883983e-03	70.90409117	76.93193711	125.68652509	519.58442115	552.82814164	560.66219894
9.3579355639e-01	2.9787234043e-01	6.491036293594e-04	7.039295203872e-04	1.149289074193e-03	4.734852418216e-03	5.038952269064e-03	5.109079277413e-03	71.23088989	77.24733600	126.11989794	519.58999452	552.96109586	560.65664551
9.3972546209e-01	2.9912390488e-01	6.520777673354e-04	7.068006757511e-04	1.153236135077e-03	4.734903195884e-03	5.040167036262e-03	5.109028486099e-03	71.55726380	77.56240888	126.55303781	519.59556673	553.09440115	560.65107181
9.4365736779e-01	3.0037546934e-01	6.550480517655e-04	7.096688561765e-04	1.157181033884e-03	4.734953960718e-03	5.041384980191e-03	5.108977511652e-03	71.88321484	77.87715530	126.98594042	519.60113753	553.22805504	560.64547801
9.4758927349e-01	3.0162703379e-01	6.580144996214e-04	7.125340573462e-04	1.161123732013e-03	4.735004710509e-03	5.042606078197e-03	5.108926355802e-03	72.20874487	78.19157479	127.41860153	519.60670667	553.36205506	560.63986430
9.5152117918e-01	3.0287859825e-01	6.609771273396e-04	7.153962748381e-04	1.165064191201e-03	4.735055443051e-03	5.043830307468e-03	5.108875020400e-03	72.53385568	78.50566685	127.85101694	519.61227392	553.49639870	560.63423089
9.5545308488e-01	3.0413016270e-01	6.639359508340e-04	7.182555041268e-04	1.169002373520e-03	4.735106156141e-03	5.045057645016e-03	5.108823507441e-03	72.85854903	78.81943100	128.28318250	519.61783904	553.63108342	560.62857800
9.5938499058e-01	3.0538172716e-01	6.668909855084e-04	7.211117405863e-04	1.172938241367e-03	4.735156847577e-03	5.046288067666e-03	5.108771819072e-03	73.18282660	79.13286672	128.71509407	519.62340179	553.76610670	560.62290586
9.6331689628e-01	3.0663329161e-01	6.698422462689e-04	7.239649794924e-04	1.176871757461e-03	4.735207515162e-03	5.047521552039e-03	5.108719957611e-03	73.50669004	79.44597350	129.14674757	519.62896191	553.90146597	560.61721472
9.6724880198e-01	3.0788485607e-01	6.727897475352e-04	7.268152160242e-04	1.180802884837e-03	4.735258156702e-03	5.048758074531e-03	5.108667925563e-03	73.83014091	79.75875080	129.57813893	519.63451918	554.03715863	560.61150486
9.7118070768e-01	3.0913642053e-01	6.757335032525e-04	7.296624452669e-04	1.184731586844e-03	4.735308770002e-03	5.049997611298e-03	5.108615725647e-03	74.15318076	80.07119810	130.00926414	519.64007334	554.17318206	560.60577658
9.7511261338e-01	3.1038798498e-01	6.786735269019e-04	7.325066622134e-04	1.188657827136e-03	4.735359352876e-03	5.051240138226e-03	5.108563360815e-03	74.47581107	80.38331483	130.44011921	519.64562417	554.30953363	560.60003021
9.7904451908e-01	3.1163954944e-01	6.816098315117e-04	7.353478617663e-04	1.192581569668e-03	4.735409903136e-03	5.052485630907e-03	5.108510834284e-03	74.79803325	80.69510044	130.87070019	519.65117142	554.44621066	560.59426609
9.8297642478e-01	3.1289111389e-01	6.845424296673e-04	7.381860387402e-04	1.196502778693e-03	4.735460418600e-03	5.053734064607e-03	5.108458149566e-03	75.11984870	81.00655437	131.30100314	519.65671485	554.58321042	560.58848461
9.8690833048e-01	3.1414267835e-01	6.874713335220e-04	7.410211878630e-04	1.200421418756e-03	4.735510897089e-03	5.054985414228e-03	5.108405310504e-03	75.44125875	81.31767602	131.73102418	519.66225423	554.72053017	560.58268619
9.9084023618e-01	3.1539424280e-01	6.903965548059e-04	7.438533037784e-04	1.204337454690e-03	4.735561336428e-03	5.056239654265e-03	5.108352321319e-03	75.76226468	81.62846482	132.16075945	519.66778931	554.85816710	560.57687130
9.9477214188e-01	3.1664580726e-01	6.933181048363e-04	7.466823810471e-04	1.208250851612e-03	4.735611734445e-03	5.057496758759e-03	5.108299186655e-03	76.08286774	81.93892016	132.59020513	519.67331985	554.99611838	560.57104044
9.9870404757e-01	3.1789737171e-01	6.962359945264e-04	7.495084141489e-04	1.212161574915e-03	4.735662088972e-03	5.058756701240e-03	5.108245911641e-03	76.40306912	82.24904145	133.01935740	519.67884562	555.13438108	560.56519419
1.0026359533e+00	3.1914893617e-01	6.991502343945e-04	7.523313974844e-04	1.216069590271e-03	4.735712397844e-03	5.060019454655e-03	5.108192501958e-03	76.72286998	82.55882806	133.44821252	519.68436638	555.27295225	560.55933315
1.0065678590e+00	3.2040050063e-01	7.020608345728e-04	7.551513253765e-04	1.219974863617e-03	4.735762658902e-03	5.061284991293e-03	5.108138963915e-03	77.04227143	82.86827938	133.87676673	519.68988189	555.41182885	560.55345803
1.0104997647e+00	3.2165206508e-01	7.049678048157e-04	7.579681920723e-04	1.223877361161e-03	4.735812869989e-03	5.062553282691e-03	5.108085304550e-03	77.36127454	83.17739477	134.30501634	519.69539192	555.55100774	560.54756960
1.0144316704e+00	3.2290362954e-01	7.078711545082e-04	7.607819917442e-04	1.227777049370e-03	4.735863028953e-03	5.063824299520e-03	5.108031531736e-03	77.67988034	83.48617359	134.73295765	519.70089623	555.69048571	560.54166871
1.0183635761e+00	3.2415519399e-01	7.107708926741e-04	7.635927184920e-04	1.231673894969e-03	4.735913133648e-03	5.065098011456e-03	5.107977654315e-03	77.99808983	83.79461520	135.16058703	519.70639459	555.83025944	560.53575635
1.0222954818e+00	3.2540675845e-01	7.136670279833e-04	7.664003663442e-04	1.235567864940e-03	4.735963181930e-03	5.066374387020e-03	5.107923682259e-03	78.31590394	84.10271894	135.58790084	519.71188675	555.97032547	560.52983360
1.0262273875e+00	3.2665832290e-01	7.165595687601e-04	7.692049292593e-04	1.239458926513e-03	4.736013171660e-03	5.067653393384e-03	5.107869626860e-03	78.63332360	84.41048415	136.01489549	519.71737249	556.11068020	560.52390170
1.0301592932e+00	3.2790988736e-01	7.194485229900e-04	7.720064011274e-04	1.243347047165e-03	4.736063100705e-03	5.068934996145e-03	5.107815500965e-03	78.95034968	84.71791015	136.44156742	519.72285157	556.25131984	560.51796207
1.0340911989e+00	3.2916145181e-01	7.223338983271e-04	7.748047757717e-04	1.247232194616e-03	4.736112966936e-03	5.070219159038e-03	5.107761319254e-03	79.26698303	85.02499627	136.86791307	519.72832376	556.39224043	560.51201632
1.0380231046e+00	3.3041301627e-01	7.252157021011e-04	7.776000469497e-04	1.251114336825e-03	4.736162768229e-03	5.071505843588e-03	5.107707098593e-03	79.58322444	85.33174183	137.29392893	519.73378882	556.53343774	560.50606629
1.0419550103e+00	3.3166458073e-01	7.280939413241e-04	7.803922083547e-04	1.254993441986e-03	4.736212502464e-03	5.072795008687e-03	5.107652858460e-03	79.89907469	85.63814612	137.71961152	519.73924652	556.67490726	560.50011412
1.0458869160e+00	3.3291614518e-01	7.309686226974e-04	7.831812536169e-04	1.258869478529e-03	4.736262167528e-03	5.074086610050e-03	5.107598621483e-03	80.21453450	85.94420846	138.14495737	519.74469663	556.81664412	560.49416230
1.0498188217e+00	3.3416770964e-01	7.338397526175e-04	7.859671763050e-04	1.262742415107e-03	4.736311761312e-03	5.075380599554e-03	5.107544414109e-03	80.52960459	86.24992814	138.56996303	519.75013892	556.95864306	560.48821373
1.0537507274e+00	3.3541927409e-01	7.367073371829e-04	7.887499699269e-04	1.266612220604e-03	4.736361281712e-03	5.076676924375e-03	5.107490267459e-03	80.84428563	86.55530444	138.99462510	519.75557315	557.10089826	560.48227182
1.0576826331e+00	3.3667083855e-01	7.395713821998e-04	7.915296279318e-04	1.270478864122e-03	4.736410726631e-03	5.077975525909e-03	5.107436218417e-03	81.15857824	86.86033665	139.41894018	519.76099911	557.24340331	560.47634063
1.0616145388e+00	3.3792240300e-01	7.424318931884e-04	7.943061437105e-04	1.274342314985e-03	4.736460093977e-03	5.079276338354e-03	5.107382311040e-03	81.47248304	87.16502404	139.84290491	519.76641655	557.38615098	560.47042497
1.0655464445e+00	3.3917396746e-01	7.452888753883e-04	7.970795105970e-04	1.278202542731e-03	4.736509381662e-03	5.080579286869e-03	5.107328598405e-03	81.78600059	87.46936588	140.26651594	519.77182525	557.52913305	560.46453069
1.0694783502e+00	3.4042553191e-01	7.481423337646e-04	7.998497218698e-04	1.282059517110e-03	4.736558587605e-03	5.081884285135e-03	5.107275145047e-03	82.09913146	87.77336143	140.68976995	519.77722497	557.67234006	560.45866487
1.0734102559e+00	3.4167709637e-01	7.509922730130e-04	8.026167707526e-04	1.285913208086e-03	4.736607709732e-03	5.083191232069e-03	5.107222030243e-03	82.41187614	88.07700994	141.11266366	519.78261550	557.81576090	560.45283619
1.0773421616e+00	3.4292866083e-01	7.538386975655e-04	8.053806504156e-04	1.289763585824e-03	4.736656745974e-03	5.084500007364e-03	5.107169352475e-03	82.72423513	88.38031068	141.53519377	519.78799661	557.95938239	560.44705547
1.0812740673e+00	3.4418022528e-01	7.566816115954e-04	8.081413539768e-04	1.293610620696e-03	4.736705694267e-03	5.085810465293e-03	5.107117235629e-03	83.03620888	88.68326288	141.95735705	519.79336806	558.10318853	560.44133631
1.0852059730e+00	3.4543178974e-01	7.595210190224e-04	8.108988745026e-04	1.297454283275e-03	4.736754552555e-03	5.087122425974e-03	5.107065837722e-03	83.34779783	88.98586578	142.37915027	519.79872964	558.24715957	560.43569604
1.0891378787e+00	3.4668335419e-01	7.623569235176e-04	8.136532050090e-04	1.301294544330e-03	4.736803318788e-03	5.088435662792e-03	5.107015363492e-03	83.65900238	89.28811861	142.80057021	519.80408112	558.39127065	560.43015714
1.0930697844e+00	3.4793491865e-01	7.651893285087e-04	8.164043384628e-04	1.305131374829e-03	4.736851990922e-03	5.089749883849e-03	5.106966082937e-03	83.96982290	89.59002061	143.22161369	519.80942227	558.53548975	560.42474922
1.0970016901e+00	3.4918648310e-01	7.680182371840e-04	8.191522677824e-04	1.308964745928e-03	4.736900566918e-03	5.091064703921e-03	5.106918359370e-03	84.28025974	89.89157100	143.64227754	519.81475287	558.67977457	560.41951216
1.1009335958e+00	3.5043804756e-01	7.708436524975e-04	8.218969858387e-04	1.312794628977e-03	4.736949044747e-03	5.092379600755e-03	5.106872693110e-03	84.59031324	90.19276899	144.06255863	519.82007269	558.82406782	560.41450087
1.1048655015e+00	3.5168961202e-01	7.736655771734e-04	8.246384854560e-04	1.316620995511e-03	4.736997422384e-03	5.093693844670e-03	5.106829791891e-03	84.89998367	90.49361380	144.48245382	519.82538152	558.96828942	560.40979301
1.1087974071e+00	3.5294117647e-01	7.764840137104e-04	8.273767594133e-04	1.320443817249e-03	4.737045697813e-03	5.095006380614e-03	5.106790688804e-03	85.20927133	90.79410464	144.90196001	519.83067914	559.11232359	560.40550194
1.1127293128e+00	3.5419274093e-01	7.792989643857e-04	8.301118004446e-04	1.324263066096e-03	4.737093869022e-03	5.096315621535e-03	5.106756948921e-03	85.51817647	91.09424070	145.32107413	519.83596532	559.25599617	560.40179941
1.1166612185e+00	3.5544430538e-01	7.821104312597e-04	8.328436012404e-04	1.328078714132e-03	4.737141934010e-03	5.097619067008e-03	5.106731050675e-03	85.82669929	91.39402118	145.73979310	519.84123984	559.39903278	560.39895741
1.1205931242e+00	3.5669586984e-01	7.849184161795e-04	8.355721544480e-04	1.331890733618e-03	4.737189890780e-03	5.098912555840e-03	5.106717133253e-03	86.13484002	91.69344529	146.15811389	519.84650249	559.54097677	560.39743015
1.1245250299e+00	3.5794743429e-01	7.877229207833e-04	8.382974526727e-04	1.335699096988e-03	4.737237737343e-03	5.100188699830e-03	5.106722562833e-03	86.44259883	91.99251220	146.57603346	519.85175304	559.68101739	560.39802598
1.1284569356e+00	3.5919899875e-01	7.905239465042e-04	8.410194884786e-04	1.339503776850e-03	4.737285471718e-03	5.101433372878e-03	5.106761443483e-03	86.74997587	92.29122110	146.99354882	519.85699128	559.81760447	560.40229264
1.1323888413e+00	3.6045056320e-01	7.933214945737e-04	8.437382543891e-04	1.343304745981e-03	4.737333091932e-03	5.102617524510e-03	5.106862803628e-03	87.05697129	92.58957117	147.41065697	519.86221700	559.94755009	560.41341563
1.1363207470e+00	3.6170212766e-01	7.961155660259e-04	8.464537428881e-04	1.347101977327e-03	4.737380596018e-03	5.103679968245e-03	5.107087807692e-03	87.36358519	92.88756159	147.82735494	519.86742997	560.06413981	560.43810697
1.1402526527e+00	3.6295369212e-01	7.989061617005e-04	8.491659464206e-04	1.350895443999e-03	4.737427982019e-03	5.104513571919e-03	5.107543565765e-03	87.66981767	93.18519153	148.24363979	519.87262998	560.15561724	560.48812063
1.1441845584e+00	3.6420525657e-01	8.016932822469e-04	8.518748573933e-04	1.354685119272e-03	4.737475247982e-03	5.105035274737e-03	5.108313116563e-03	87.97566879	93.48246015	148.65950858	519.87781682	560.21286751	560.57256907
1.1481164641e+00	3.6545682103e-01	8.044769281271e-04	8.545804681756e-04	1.358470976583e-03	4.737522391966e-03	5.105300691371e-03	5.109340823316e-03	88.28113862	93.77936661	149.07495840	519.88299028	560.24199362	560.68534685
1.1520483698e+00	3.6670838548e-01	8.072570996195e-04	8.572827711001e-04	1.362252989529e-03	4.737569412036e-03	5.105421920410e-03	5.110514565334e-03	88.58622718	94.07591008	149.48998635	519.88815013	560.25529697	560.81415015
1.1559802755e+00	3.6795994994e-01	8.100337968221e-04	8.599817584636e-04	1.366031131863e-03	4.737616306266e-03	5.105470213619e-03	5.111763068735e-03	88.89093447	94.37208971	149.90458955	519.89329618	560.26059654	560.95115756
1.1599121812e+00	3.6921151439e-01	8.128070196555e-04	8.626774225275e-04	1.369805377494e-03	4.737663072736e-03	5.105479911223e-03	5.113051971171e-03	89.19526050	94.66790465	150.31876513	519.89842821	560.26166072	561.09259826
1.1638440869e+00	3.7046307885e-01	8.155767678662e-04	8.653697555185e-04	1.373575700484e-03	4.737709709538e-03	5.105467496050e-03	5.114364767682e-03	89.49920524	94.96335404	150.73251026	519.90354600	560.26029832	561.23666102
1.1677759926e+00	3.7171464330e-01	8.183430410296e-04	8.680587496297e-04	1.377342075048e-03	4.737756214769e-03	5.105441432604e-03	5.115692971621e-03	89.80276863	95.25843704	151.14582209	519.90864936	560.25743818	561.38241456
1.1717078983e+00	3.7296620776e-01	8.211058385530e-04	8.707443970206e-04	1.381104475549e-03	4.737802586536e-03	5.105406403591e-03	5.117031878132e-03	90.10595061	95.55315277	151.55869782	519.91373808	560.25359419	561.52934256
1.1756398040e+00	3.7421777222e-01	8.238651596786e-04	8.734266898184e-04	1.384862876498e-03	4.737848822956e-03	5.105365175950e-03	5.118378698118e-03	90.40875111	95.84750039	151.97113465	519.91881194	560.24906998	561.67713897
1.1795717097e+00	3.7546933667e-01	8.266210034863e-04	8.761056201179e-04	1.388617252551e-03	4.737894922152e-03	5.105319477734e-03	5.119731681361e-03	90.71117001	96.14147901	152.38312980	519.92387074	560.24405518	561.82561172
1.1835036154e+00	3.7672090113e-01	8.293733688965e-04	8.787811799829e-04	1.392367578511e-03	4.737940882257e-03	5.105270439151e-03	5.121089675479e-03	91.01320720	96.43508776	152.79468051	519.92891428	560.23867382	561.97463435
1.1874355211e+00	3.7797246558e-01	8.321222546728e-04	8.814533614464e-04	1.396113829320e-03	4.737986701414e-03	5.105218828511e-03	5.122451889986e-03	91.31486255	96.72832578	153.20578402	519.93394235	560.23301021	562.12412012
1.1913674268e+00	3.7922403004e-01	8.348676594249e-04	8.841221565110e-04	1.399855980062e-03	4.738032377774e-03	5.105165185417e-03	5.123817763092e-03	91.61613589	97.02119219	153.61643759	519.93895475	560.22712356	562.27400736
1.1952993325e+00	3.8047559449e-01	8.376095816107e-04	8.867875571500e-04	1.403594005960e-03	4.738077909496e-03	5.105109899533e-03	5.125186882943e-03	91.91702708	97.31368610	154.02663852	519.94395128	560.22105664	562.42425090
1.1992312382e+00	3.8172715895e-01	8.403480195394e-04	8.894495553075e-04	1.407327882373e-03	4.738123294751e-03	5.105053259070e-03	5.126558939134e-03	92.21753590	97.60580663	154.43638410	519.94893174	560.21484106	562.57481667
1.2031631439e+00	3.8297872340e-01	8.430829713739e-04	8.921081428993e-04	1.411057584796e-03	4.738168531718e-03	5.104995481682e-03	5.127933691810e-03	92.51766218	97.89755290	154.84567163	519.95389592	560.20850073	562.72567833
1.2070950496e+00	3.8423028786e-01	8.458144351329e-04	8.947633118132e-04	1.414783088859e-03	4.738213618583e-03	5.104936734767e-03	5.129310951367e-03	92.81740568	98.18892401	155.25449844	519.95884363	560.20205400	562.87681510
1.2110269553e+00	3.8548185232e-01	8.485424086938e-04	8.974150539098e-04	1.418504370322e-03	4.738258553547e-03	5.104877149171e-03	5.130690564752e-03	93.11676617	98.47991907	155.66286188	519.96377467	560.19551524	563.02821017
1.2149588610e+00	3.8673341677e-01	8.512668897946e-04	9.000633610227e-04	1.422221405077e-03	4.738303334814e-03	5.104816828645e-03	5.132072406003e-03	93.41574341	98.77053718	156.07075930	519.96868885	560.18889582	563.17984972
1.2188907667e+00	3.8798498123e-01	8.539878760364e-04	9.027082249595e-04	1.425934169146e-03	4.738347960604e-03	5.104755856527e-03	5.133456369567e-03	93.71433714	99.06077745	156.47818806	519.97358596	560.18220491	563.33172217
1.2228226724e+00	3.8923654568e-01	8.567053648858e-04	9.053496375016e-04	1.429642638676e-03	4.738392429142e-03	5.104694300541e-03	5.134842365503e-03	94.01254707	99.35063897	156.88514555	519.97846582	560.17544992	563.48381764
1.2267545781e+00	3.9048811014e-01	8.594193536767e-04	9.079875904056e-04	1.433346789942e-03	4.738436738666e-03	5.104632216307e-03	5.136230315971e-03	94.31037292	99.64012084	157.29162917	519.98332823	560.16863696	563.63612760
1.2306864838e+00	3.9173967459e-01	8.621298396130e-04	9.106220754029e-04	1.437046599345e-03	4.738480887422e-03	5.104569649948e-03	5.137620152627e-03	94.60781437	99.92922216	157.69763632	519.98817300	560.16177110	563.78864454
1.2346183895e+00	3.9299123905e-01	8.648368197701e-04	9.132530842010e-04	1.440742043405e-03	4.738524873668e-03	5.104506640055e-03	5.139011814660e-03	94.90487110	100.21794200	158.10316443	519.99299993	560.15485656	563.94136180
1.2385502952e+00	3.9424280350e-01	8.675402910974e-04	9.158806084833e-04	1.444433098768e-03	4.738568695670e-03	5.104443219177e-03	5.140405247298e-03	95.20154279	100.50627946	158.50821094	519.99780884	560.14789692	564.09427336
1.2424822009e+00	3.9549436796e-01	8.702402504203e-04	9.185046399101e-04	1.448119742198e-03	4.738612351706e-03	5.104379414979e-03	5.141800400650e-03	95.49782908	100.79423363	158.91277329	520.00259953	560.14089522	564.24737374
1.2464141066e+00	3.9674593242e-01	8.729366944418e-04	9.211251701185e-04	1.451801950578e-03	4.738655840063e-03	5.104315251145e-03	5.143197228812e-03	95.79372961	101.08180358	159.31684896	520.00737183	560.13385405	564.40065791
1.2503460123e+00	3.9799749687e-01	8.756296197451e-04	9.237421907235e-04	1.455479700912e-03	4.738699159041e-03	5.104250748079e-03	5.144595689156e-03	96.08924400	101.36898839	159.72043541	520.01212554	560.12677566	564.55412120
1.2542779180e+00	3.9924906133e-01	8.783190227948e-04	9.263556933180e-04	1.459152970316e-03	4.738742306947e-03	5.104185923475e-03	5.145995741768e-03	96.38437187	101.65578715	160.12353013	520.01686047	560.11966198	564.70775921
1.2582098237e+00	4.0050062578e-01	8.810048999392e-04	9.289656694732e-04	1.462821736023e-03	4.738785282102e-03	5.104120792761e-03	5.147397348998e-03	96.67911282	101.94219893	160.52613063	520.02157645	560.11251471	564.86156783
1.2621417294e+00	4.0175219024e-01	8.836872474120e-04	9.315721107394e-04	1.466485975381e-03	4.738828082836e-03	5.104055369471e-03	5.148800475094e-03	96.97346643	102.22822280	160.92823442	520.02627329	560.10533534	565.01554312
1.2660736351e+00	4.0300375469e-01	8.863660613341e-04	9.341750086461e-04	1.470145665848e-03	4.738870707489e-03	5.103989665537e-03	5.150205085909e-03	97.26743228	102.51385783	161.32983903	520.03095080	560.09812516	565.16968134
1.2700055408e+00	4.0425531915e-01	8.890413377155e-04	9.367743547026e-04	1.473800784996e-03	4.738913154414e-03	5.103923691529e-03	5.151611148657e-03	97.56100993	102.79910308	161.73094200	520.03560881	560.09088535	565.32397889
1.2739374465e+00	4.0550688360e-01	8.917130724567e-04	9.393701403983e-04	1.477451310505e-03	4.738955421973e-03	5.103857456863e-03	5.153018631714e-03	97.85419893	103.08395764	162.13154087	520.04024714	560.08361694	565.47843230
1.2778693522e+00	4.0675844806e-01	8.943812613505e-04	9.419623572031e-04	1.481097220165e-03	4.738997508542e-03	5.103790969957e-03	5.154427504452e-03	98.14699882	103.36842055	162.53163320	520.04486561	560.07632084	565.63303822
1.2818012579e+00	4.0801001252e-01	8.970459000841e-04	9.445509965678e-04	1.484738491875e-03	4.739039412505e-03	5.103724238379e-03	5.155837737103e-03	98.43940912	103.65249089	162.93121659	520.04946404	560.06899790	565.78779336
1.2857331636e+00	4.0926157697e-01	8.997069842398e-04	9.471360499246e-04	1.488375103638e-03	4.739081132259e-03	5.103657268955e-03	5.157249300639e-03	98.73142935	103.93616770	163.33028860	520.05404225	560.06164886	565.94269455
1.2896650693e+00	4.1051314143e-01	9.023645092977e-04	9.497175086873e-04	1.492007033565e-03	4.739122666212e-03	5.103590067873e-03	5.158662166680e-03	99.02305902	104.21945006	163.72884684	520.05860008	560.05427439	566.09773868
1.2935969750e+00	4.1176470588e-01	9.050184706362e-04	9.522953642520e-04	1.495634259869e-03	4.739164012784e-03	5.103522640762e-03	5.160076307406e-03	99.31429761	104.50233701	164.12688892	520.06313734	560.04687512	566.25292269
1.2975288807e+00	4.1301627034e-01	9.076688635345e-04	9.548696079970e-04	1.499256760869e-03	4.739205170405e-03	5.103454992761e-03	5.161491695495e-03	99.60514461	104.78482761	164.52441246	520.06765387	560.03945161	566.40824358
1.3014607864e+00	4.1426783479e-01	9.103156831731e-04	9.574402312835e-04	1.502874514984e-03	4.739246137519e-03	5.103387128586e-03	5.162908304054e-03	99.89559949	105.06692091	164.92141508	520.07214949	560.03200438	566.56369840
1.3053926921e+00	4.1551939925e-01	9.129589246362e-04	9.600072254558e-04	1.506487500735e-03	4.739286912580e-03	5.103319052572e-03	5.164326106575e-03	100.18566172	105.34861596	165.31789444	520.07662403	560.02453390	566.71928424
1.3093245978e+00	4.1677096370e-01	9.155985829127e-04	9.625705818419e-04	1.510095696744e-03	4.739327494053e-03	5.103250768727e-03	5.165745076886e-03	100.47533073	105.62991181	165.71384818	520.08107733	560.01704061	566.87499823
1.3132565035e+00	4.1802252816e-01	9.182346528976e-04	9.651302917535e-04	1.513699081731e-03	4.739367880417e-03	5.103182280761e-03	5.167165189118e-03	100.76460597	105.91080750	166.10927398	520.08550923	560.00952493	567.03083754
1.3171884092e+00	4.1927409262e-01	9.208671293933e-04	9.676863464866e-04	1.517297634514e-03	4.739408070163e-03	5.103113592129e-03	5.168586417668e-03	101.05348688	106.19130209	166.50416950	520.08991954	560.00198722	567.18679934
1.3211203149e+00	4.2052565707e-01	9.234960071113e-04	9.702387373217e-04	1.520891334010e-03	4.739448061792e-03	5.103044706050e-03	5.170008737172e-03	101.34197286	106.47139460	166.89853244	520.09430811	559.99442785	567.34288087
1.3250522206e+00	4.2177722153e-01	9.261212806735e-04	9.727874555242e-04	1.524480159231e-03	4.739487853818e-03	5.102975625540e-03	5.171432122483e-03	101.63006334	106.75108410	167.29236048	520.09867478	559.98684714	567.49907935
1.3289841263e+00	4.2302878598e-01	9.287429446130e-04	9.753324923446e-04	1.528064089284e-03	4.739527444769e-03	5.102906353431e-03	5.172856548643e-03	101.91775770	107.03036961	167.68565135	520.10301939	559.97924540	567.65539206
1.3329160320e+00	4.2428035044e-01	9.313609933762e-04	9.778738390192e-04	1.531643103370e-03	4.739566833182e-03	5.102836892388e-03	5.174281990869e-03	102.20505534	107.30925017	168.07840275	520.10734177	559.97162293	567.81181626
1.3368479377e+00	4.2553191489e-01	9.339754213234e-04	9.804114867699e-04	1.535217180784e-03	4.739606017609e-03	5.102767244931e-03	5.175708424536e-03	102.49195565	107.58772482	168.47061241	520.11164176	559.96398001	567.96834926
1.3407798434e+00	4.2678347935e-01	9.365862227303e-04	9.829454268048e-04	1.538786300914e-03	4.739644996614e-03	5.102697413447e-03	5.177135825160e-03	102.77845799	107.86579260	168.86227807	520.11591921	559.95631689	568.12498837
1.3447117491e+00	4.2803504380e-01	9.391933917893e-04	9.854756503185e-04	1.542350443238e-03	4.739683768773e-03	5.102627400202e-03	5.178564168387e-03	103.06456172	108.14345254	169.25339748	520.12017397	559.94863382	568.28173092
1.3486436548e+00	4.2928660826e-01	9.417969226106e-04	9.880021484924e-04	1.545909587328e-03	4.739722332675e-03	5.102557207359e-03	5.179993429982e-03	103.35026620	108.42070366	169.64396840	520.12440586	559.94093105	568.43857426
1.3525755605e+00	4.3053817272e-01	9.443968092234e-04	9.905249124948e-04	1.549463712842e-03	4.739760686921e-03	5.102486836979e-03	5.181423585815e-03	103.63557078	108.69754501	170.03398859	520.12861476	559.93320879	568.59551572
1.3565074662e+00	4.3178973717e-01	9.469930455771e-04	9.930439334817e-04	1.553012799529e-03	4.739798830126e-03	5.102416291039e-03	5.182854611857e-03	103.92047479	108.97397561	170.42345584	520.13280049	559.92546727	568.75255267
1.3604393719e+00	4.3304130163e-01	9.495856255423e-04	9.955592025963e-04	1.556556827226e-03	4.739836760916e-03	5.102345571436e-03	5.184286484171e-03	104.20497756	109.24999450	170.81236793	520.13696291	559.91770669	568.90968250
1.3643712776e+00	4.3429286608e-01	9.521745429123e-04	9.980707109701e-04	1.560095775858e-03	4.739874477932e-03	5.102274679995e-03	5.185719178900e-03	104.48907840	109.52560068	171.20072265	520.14110188	559.90992725	569.06690257
1.3683031833e+00	4.3554443054e-01	9.547597914036e-04	1.000578449723e-03	1.563629625435e-03	4.739911979827e-03	5.102203618477e-03	5.187152672269e-03	104.77277663	109.80079320	171.58851782	520.14521723	559.90212915	569.22421029
1.3722350890e+00	4.3679599499e-01	9.573413646575e-04	1.003082409962e-03	1.567158356054e-03	4.739949265268e-03	5.102132388582e-03	5.188586940572e-03	105.05607155	110.07557108	171.97575124	520.14930884	559.89431258	569.38160304
1.3761669947e+00	4.3804755945e-01	9.599192562411e-04	1.005582582785e-03	1.570681947897e-03	4.739986332932e-03	5.102060991959e-03	5.190021960171e-03	105.33896245	110.34993333	172.36242075	520.15337654	559.88647770	569.53907824
1.3800989004e+00	4.3929912390e-01	9.624934596480e-04	1.008078959278e-03	1.574200381229e-03	4.740023181514e-03	5.101989430208e-03	5.191457707488e-03	105.62144862	110.62387899	172.74852418	520.15742021	559.87862471	569.69663330
1.3840308061e+00	4.4055068836e-01	9.650639682998e-04	1.010571530515e-03	1.577713636401e-03	4.740059809718e-03	5.101917704882e-03	5.192894159007e-03	105.90352934	110.89740706	173.13405937	520.16143969	559.87075376	569.85426563
1.3879627118e+00	4.4180225282e-01	9.676307755466e-04	1.013060287562e-03	1.581221693843e-03	4.740096216265e-03	5.101845817499e-03	5.194331291264e-03	106.18520388	111.17051658	173.51902418	520.16543485	559.86286503	570.01197267
1.3918946175e+00	4.4305381727e-01	9.701938746686e-04	1.015545221474e-03	1.584724534072e-03	4.740132399887e-03	5.101773769536e-03	5.195769080846e-03	106.46647150	111.44320656	173.90341646	520.16940554	559.85495868	570.16975183
