# meta_json: {"atom_symbols": ["Sn", "Sn", "Sn", "Sn"], "lattice_vectors_override_angstrom": [[4.522901963739642, 0.0, 0.0], [0.0, 7.833896869197211, 0.0], [0.0, 0.0, 17.000005466010006]], "lattice_vectors_raw": null, "source_format": "qe_q2r_fc", "thickness_angstrom": 3.954, "thickness_direction": 3, "transport_direction": 2, "transverse_area_m2": 1.7883554364626547e-19}
# omega_qe	freq_thz	freq_cm^-1	transmission	transmission_per_m2
8.9900323049e-04	2.95757855	98.65420130	8.255927611751e-15	4.616491466641e+04
9.1450328619e-04	3.00857128	100.35513581	5.099186959306e-14	2.851327457249e+05
9.3000334189e-04	3.05956402	102.05607031	5.589372019293e-13	3.125425687384e+06
9.4550339758e-04	3.11055675	103.75700482	1.943091798725e-11	1.086524389451e+08
9.6100345328e-04	3.16154948	105.45793932	2.119648112923e-06	1.185249905978e+13
9.7650350898e-04	3.21254222	107.15887383	7.783099310172e-01	4.352098666452e+18
9.9200356468e-04	3.26353495	108.85980833	8.930984029154e-01	4.993964760618e+18
1.0075036204e-03	3.31452769	110.56074284	7.973587387890e-01	4.458614448401e+18
1.0230036761e-03	3.36552042	112.26167734	8.940784242889e-01	4.999444775125e+18
1.0385037318e-03	3.41651315	113.96261185	8.953105634082e-01	5.006334563889e+18
1.0540037875e-03	3.46750589	115.66354636	8.636610780993e-01	4.829359200583e+18
1.0695038432e-03	3.51849862	117.36448086	7.963789823684e-01	4.453135915440e+18
1.0850038989e-03	3.56949135	119.06541537	8.903097962963e-01	4.978371626489e+18
1.1005039546e-03	3.62048409	120.76634987	6.684495770162e-01	3.737789274924e+18
1.1160040103e-03	3.67147682	122.46728438	7.767514218361e-01	4.343383904558e+18
1.1315040660e-03	3.72246955	124.16821888	8.875317618139e-01	4.962837608890e+18
1.1470041217e-03	3.77346229	125.86915339	8.876464205735e-01	4.963478749668e+18
1.1625041774e-03	3.82445502	127.57008789	8.876530344411e-01	4.963515732627e+18
1.1780042331e-03	3.87544776	129.27102240	8.876580728576e-01	4.963543906089e+18
1.1935042888e-03	3.92644049	130.97195690	9.984787599052e-01	5.583223220325e+18
1.2090043445e-03	3.97743322	132.67289141	9.985769973682e-01	5.583772537653e+18
1.2245044001e-03	4.02842596	134.37382591	9.985967335823e-01	5.583882897225e+18
1.2400044558e-03	4.07941869	136.07476042	1.108441304765e+00	6.198104035502e+18
1.2555045115e-03	4.13041142	137.77569492	1.109273077347e+00	6.202755082854e+18
1.2710045672e-03	4.18140416	139.47662943	1.109171139449e+00	6.202185073697e+18
1.2865046229e-03	4.23239689	141.17756393	1.109061354318e+00	6.201571184930e+18
1.3020046786e-03	4.28338962	142.87849844	1.219817603964e+00	6.820890182639e+18
1.3175047343e-03	4.33438236	144.57943294	9.981378132397e-01	5.581316738769e+18
1.3330047900e-03	4.38537509	146.28036745	9.975418582741e-01	5.577984319757e+18
1.3485048457e-03	4.43636783	147.98130195	4.439136922794e-01	2.482245325669e+18
1.3640049014e-03	4.48736056	149.68223646	4.438466499947e-01	2.481870443342e+18
1.3795049571e-03	4.53835329	151.38317097	5.537312782105e-01	3.096315569716e+18
1.3950050128e-03	4.58934603	153.08410547	5.541458377778e-01	3.098633674712e+18
1.4105050685e-03	4.64033876	154.78503998	3.326584233194e-01	1.860135946898e+18
1.4260051242e-03	4.69133149	156.48597448	3.326791763307e-01	1.860251992125e+18
1.4415051799e-03	4.74232423	158.18690899	4.430254703397e-01	2.477278628772e+18
1.4570052356e-03	4.79331696	159.88784349	5.543354348435e-01	3.099693850233e+18
1.4725052913e-03	4.84430969	161.58877800	6.654286283978e-01	3.720896947164e+18
1.4880053470e-03	4.89530243	163.28971250	1.106508784938e+00	6.187297907216e+18
1.5035054027e-03	4.94629516	164.99064701	9.981176875712e-01	5.581204201473e+18
1.5190054584e-03	4.99728789	166.69158151	9.981684906786e-01	5.581488278711e+18
1.5345055141e-03	5.04828063	168.39251602	9.979992349811e-01	5.580541846620e+18
1.5500055698e-03	5.09927336	170.09345052	8.874253309311e-01	4.962242476174e+18
1.5655056255e-03	5.15026610	171.79438503	8.873873715117e-01	4.962030217365e+18
1.5810056812e-03	5.20125883	173.49531953	8.873586451465e-01	4.961869587299e+18
1.5965057369e-03	5.25225156	175.19625404	8.871202844911e-01	4.960536738971e+18
1.6120057926e-03	5.30324430	176.89718854	7.765489790699e-01	4.342251899354e+18
1.6275058483e-03	5.35423703	178.59812305	7.765018540652e-01	4.341988389070e+18
1.6430059040e-03	5.40522976	180.29905755	8.718042893834e-01	4.874893836026e+18
