# idx	kdist	kx	ky	kz	mode0	mode1	mode2	mode3	mode4	mode5	mode6	mode7	mode8	mode9	mode10	mode11	mode12	mode13	mode14	mode0_cm1	mode1_cm1	mode2_cm1	mode3_cm1	mode4_cm1	mode5_cm1	mode6_cm1	mode7_cm1	mode8_cm1	mode9_cm1	mode10_cm1	mode11_cm1	mode12_cm1	mode13_cm1	mode14_cm1
167	4.3720497762e+00	1.9111355309e+00	0.0000000000e+00	0.0000000000e+00	3.963330524721e-04	1.385394863766e-03	1.794763980895e-03	2.999036574870e-03	3.467430379454e-03	3.671313143758e-03	4.261864646021e-03	5.027609349970e-03	5.650636776488e-03	6.400940769743e-03	7.074728113475e-03	7.776464790009e-03	8.896747982412e-03	9.285763880541e-03	1.042116051174e-02	43.49252529	152.02951351	196.95258155	329.10622336	380.50650215	402.88004942	467.68558605	551.71635436	620.08571174	702.42205791	776.36167235	853.36837155	976.30524189	1018.99480231	1143.59018085
168	4.3982297150e+00	1.8849555922e+00	0.0000000000e+00	0.0000000000e+00	3.912650915479e-04	1.396048365182e-03	1.776189952154e-03	2.963207131503e-03	3.472146907290e-03	3.671975645001e-03	4.242967882303e-03	5.031116724703e-03	5.651497508983e-03	6.420567857594e-03	7.072694440373e-03	7.771141841149e-03	8.899338410986e-03	9.281924336206e-03	1.041462469059e-02	42.93638087	153.19860016	194.91431749	325.17439642	381.02408126	402.95275053	465.61190593	552.10124425	620.18016622	704.57588185	776.13850252	852.78424543	976.58950857	1018.57346102	1142.87295738
169	4.4244096538e+00	1.8587756534e+00	0.0000000000e+00	0.0000000000e+00	3.861774442152e-04	1.406646381568e-03	1.757369540640e-03	2.927120404668e-03	3.476813091083e-03	3.672571117449e-03	4.223790456044e-03	5.034538202160e-03	5.652317634191e-03	6.439942914375e-03	7.070592248541e-03	7.765757538792e-03	8.901814024460e-03	9.277923217724e-03	1.040788821430e-02	42.37807611	154.36159803	192.84901605	321.21433589	381.53613574	403.01809608	463.50742665	552.47670800	620.27016456	706.70204857	775.90781364	852.19338654	976.86117574	1018.13438901	1142.13371455
170	4.4505895926e+00	1.8325957146e+00	0.0000000000e+00	0.0000000000e+00	3.810626380966e-04	1.417182206172e-03	1.738300430723e-03	2.890779479286e-03	3.481425336453e-03	3.673086187002e-03	4.204356501884e-03	5.037875967146e-03	5.653091241490e-03	6.459031914234e-03	7.068428806260e-03	7.760335541336e-03	8.904146991649e-03	9.273762250693e-03	1.040093710664e-02	41.81679101	155.51777114	190.75642312	317.22638028	382.04227117	403.07461843	461.37479669	552.84298537	620.35505815	708.79682417	775.67040329	851.59839110	977.11718930	1017.67777566	1141.37091866
171	4.4767695314e+00	1.8064157758e+00	0.0000000000e+00	0.0000000000e+00	3.759142792455e-04	1.427648601768e-03	1.718980232762e-03	2.854187319918e-03	3.485980141867e-03	3.673506947778e-03	4.184692225583e-03	5.041132365376e-03	5.653812847630e-03	6.477798703153e-03	7.066213481870e-03	7.754900503939e-03	8.906310397251e-03	9.269441735098e-03	1.039375712647e-02	41.25182393	156.66632529	188.63627645	313.21085494	382.54210329	403.12079159	459.21689179	553.20033377	620.43424527	710.85624121	775.42729953	851.00196468	977.35459562	1017.20365388	1140.58300691
172	4.5029494701e+00	1.7802358370e+00	0.0000000000e+00	0.0000000000e+00	3.707270045197e-04	1.438037836555e-03	1.699406552476e-03	2.817346817483e-03	3.490474093721e-03	3.673818913848e-03	4.164825973115e-03	5.044309876278e-03	5.654477443541e-03	6.496204979310e-03	7.063957710822e-03	7.749478083810e-03	8.908278619633e-03	9.264960299796e-03	1.038633387615e-02	40.68258633	157.80641203	186.48831332	309.16807710	383.03525750	403.15502591	457.03682257	553.54902529	620.50717624	712.87609655	775.17975728	850.40692285	977.57058306	1016.71187320	1139.76839934
173	4.5291294089e+00	1.7540558983e+00	0.0000000000e+00	0.0000000000e+00	3.654964204458e-04	1.448341720984e-03	1.679577059494e-03	2.780260831840e-03	3.494903862067e-03	3.674006943718e-03	4.144788319098e-03	5.047411085327e-03	5.655080534903e-03	6.514210323538e-03	7.061674892727e-03	7.744094961885e-03	8.910027699870e-03	9.260314674037e-03	1.037865291501e-02	40.10859607	158.93713265	184.31227799	305.09836058	383.52136839	403.17565980	454.83794421	553.88934365	620.57335786	714.85195469	774.92924695	849.81619350	977.76252243	1016.20207470	1138.92551129
174	4.5553093477e+00	1.7278759595e+00	0.0000000000e+00	0.0000000000e+00	3.602190309440e-04	1.458551644781e-03	1.659489554532e-03	2.742932230385e-03	3.499266197010e-03	3.674055130732e-03	4.124612180910e-03	5.050438656082e-03	5.655618176289e-03	6.531772296099e-03	7.059380202317e-03	7.738778880706e-03	8.911535690539e-03	9.255499486639e-03	1.037069987738e-02	39.52946951	160.05754228	182.10792912	301.00202006	384.00007932	403.18094771	452.62386896	554.22158113	620.63235719	716.77915842	774.67743378	849.23282102	977.92800528	1015.67366896	1138.05276629
175	4.5814892865e+00	1.7016960207e+00	0.0000000000e+00	0.0000000000e+00	3.548921562540e-04	1.468658613514e-03	1.639142034684e-03	2.705363922855e-03	3.503557925767e-03	3.673946651202e-03	4.104332966251e-03	5.053395302145e-03	5.656086998764e-03	6.548846619546e-03	7.057090295970e-03	7.733558697131e-03	8.912782971927e-03	9.250507104257e-03	1.036246059430e-02	38.94491258	161.16665390	179.87504691	296.87937484	384.47104211	403.16904346	450.39848238	554.54603554	620.68380451	718.65284884	774.42614560	848.65997209	978.06487859	1015.12581832	1137.14860948
176	4.6076692253e+00	1.6755160819e+00	0.0000000000e+00	0.0000000000e+00	3.495138453242e-04	1.478653284172e-03	1.618532756349e-03	2.667558892520e-03	3.507775950404e-03	3.673663560505e-03	4.083988763461e-03	5.056283759275e-03	5.656484230940e-03	6.565387470805e-03	7.054822893734e-03	7.728464447010e-03	8.913752523093e-03	9.245327520327e-03	1.035392121804e-02	38.35471118	162.26344223	177.61344002	292.73075229	384.93391681	403.13797785	448.16596418	554.86300707	620.72739570	720.46799746	774.17732697	848.10094276	978.17127454	1014.55742468	1136.21152125
177	4.6338491640e+00	1.6493361431e+00	0.0000000000e+00	0.0000000000e+00	3.440827838112e-04	1.488525999384e-03	1.597660295360e-03	2.629520223974e-03	3.511917246226e-03	3.673186525775e-03	4.063620585573e-03	5.059106757876e-03	5.656807713568e-03	6.581347907940e-03	7.052596216254e-03	7.723527417245e-03	8.914430135716e-03	9.239948305754e-03	1.034506834863e-02	37.75872107	163.34684749	175.32295218	288.55649091	385.38837150	403.08562934	445.93081501	555.17279536	620.76289382	722.21945299	773.93297736	847.55916636	978.24563393	1013.96712411	1135.24003112
178	4.6600291028e+00	1.6231562044e+00	0.0000000000e+00	0.0000000000e+00	3.385981996890e-04	1.498266820031e-03	1.576523603903e-03	2.591251127705e-03	3.515978860845e-03	3.672494482372e-03	4.043272680537e-03	5.061866996107e-03	5.657055907834e-03	6.596680457579e-03	7.050428257775e-03	7.718780218525e-03	8.914804559933e-03	9.234354631095e-03	1.033588916142e-02	37.15685753	164.41577901	173.00346840	284.35694301	385.83408218	403.00968635	443.69789053	555.47569649	620.79012999	723.90200583	773.69507142	847.03822152	978.28672223	1013.35328927	1134.23273176
179	4.6862090416e+00	1.5969762656e+00	0.0000000000e+00	0.0000000000e+00	3.330597683003e-04	1.507865556131e-03	1.555122063871e-03	2.552754961658e-03	3.519957913907e-03	3.671564200591e-03	4.022992920796e-03	5.064567113864e-03	5.657227897575e-03	6.611337886092e-03	7.048335881639e-03	7.714256849785e-03	8.914867573407e-03	9.228529367969e-03	1.032637153472e-02	36.54908493	165.46911854	170.65492085	280.13247709	386.27073279	402.90759973	441.47244414	555.77200017	620.80900368	725.51047269	773.46545967	846.54183918	978.29363716	1012.71404053	1133.18829295
180	4.7123889804e+00	1.5707963268e+00	0.0000000000e+00	0.0000000000e+00	3.274675184990e-04	1.517311796035e-03	1.533455536335e-03	2.514035249971e-03	3.523851597482e-03	3.670369749971e-03	4.002833284585e-03	5.067209667873e-03	5.657323385732e-03	6.625274170041e-03	7.046333734903e-03	7.709992742884e-03	8.914613967518e-03	9.222453274739e-03	1.031650417650e-02	35.93540645	166.50572355	168.27729427	275.88347986	386.69801517	402.77652392	439.26017977	556.06198695	620.81948229	727.03980308	773.24574947	846.07390753	978.26580713	1012.04726637	1132.10547555
181	4.7385689192e+00	1.5446163880e+00	0.0000000000e+00	0.0000000000e+00	3.218217413374e-04	1.511524406848e-03	1.526594934089e-03	2.475095699091e-03	3.527657177116e-03	3.668881852850e-03	3.982850437050e-03	5.069797108151e-03	5.657342685346e-03	6.638445667382e-03	7.044432995365e-03	7.706024773537e-03	8.914041447584e-03	9.216105268549e-03	1.030627674918e-02	35.31585402	165.87063100	167.52443020	271.61035807	387.11562926	402.61324609	437.06731572	556.34592570	620.82160018	728.48520784	773.03716741	845.63847323	978.20298033	1011.35065321	1130.98314513
182	4.7647488579e+00	1.5184364492e+00	0.0000000000e+00	0.0000000000e+00	3.161229025478e-04	1.489329626338e-03	1.535704197048e-03	2.435940211431e-03	3.531371993548e-03	3.667067129367e-03	3.963106408821e-03	5.072331756054e-03	5.657286705500e-03	6.650812469730e-03	7.042639987828e-03	7.702391222201e-03	8.913150447150e-03	9.209462782651e-03	1.029567999145e-02	34.69047875	163.43503536	168.52405627	267.31353996	387.52328325	402.41410320	434.90065907	556.62407116	620.81545710	729.84230753	772.84040758	845.23973706	978.10520434	1010.62172464	1129.82028538
183	4.7909287967e+00	1.4922565105e+00	0.0000000000e+00	0.0000000000e+00	3.103715598631e-04	1.466872747403e-03	1.544628669623e-03	2.396572896757e-03	3.534993465077e-03	3.664887257616e-03	3.943669348232e-03	5.074815784163e-03	5.657156932587e-03	6.662339887850e-03	7.040954736492e-03	7.699131666832e-03	8.911943859183e-03	9.202502205212e-03	1.028470583610e-02	34.05934184	160.97067775	169.50340393	262.99347653	387.92069381	402.17488993	432.76768821	556.89666173	620.80121617	731.10729545	772.65547262	844.88204220	977.97279661	1009.85788956	1128.61601103
184	4.8171087355e+00	1.4660765717e+00	0.0000000000e+00	0.0000000000e+00	3.045682860062e-04	1.444155955825e-03	1.553357319658e-03	2.356998081458e-03	3.538519090609e-03	3.662298112071e-03	3.924614284058e-03	5.077251198198e-03	5.656955407338e-03	6.672999990027e-03	7.039369553710e-03	7.696286788642e-03	8.910426689213e-03	9.195199393625e-03	1.027334752276e-02	33.42250615	158.47779802	170.46126255	258.65064253	388.30758649	401.89076405	430.67663662	557.16391753	620.77910133	732.27710645	772.48151892	844.56985290	977.80630645	1009.05649862	1127.36958021
185	4.8432886743e+00	1.4398966329e+00	0.0000000000e+00	0.0000000000e+00	2.987135979623e-04	1.421182097192e-03	1.561879023517e-03	2.317220315852e-03	3.541946453357e-03	3.659249009607e-03	3.906023769514e-03	5.079639821170e-03	5.656684698020e-03	6.682773081083e-03	7.037867796665e-03	7.693898072598e-03	8.908605636702e-03	9.187530257133e-03	1.026159970461e-02	32.78002840	155.95670844	171.39641146	254.28553730	388.68369608	401.55616373	428.63656346	557.42603861	620.74939442	733.34957923	772.31672013	844.30772162	977.60646904	1008.21490816	1126.08040618
186	4.8694686131e+00	1.4137166941e+00	0.0000000000e+00	0.0000000000e+00	2.928078929288e-04	1.397954698526e-03	1.570182592310e-03	2.277244379655e-03	3.545273225216e-03	3.655682293993e-03	3.887988176837e-03	5.081983279937e-03	5.656347870243e-03	6.691648985997e-03	7.036422944656e-03	7.692007387133e-03	8.906488610943e-03	9.179471400607e-03	1.024945854801e-02	32.13195218	153.40779606	172.30762281	249.89868537	389.04876709	401.16476193	426.65738593	557.68320348	620.71243184	734.32359721	772.15816595	844.10024287	977.37415232	1007.33055088	1124.74806825
187	4.8956485518e+00	1.3875367553e+00	0.0000000000e+00	0.0000000000e+00	2.868513911153e-04	1.374477984859e-03	1.578256799670e-03	2.237075285758e-03	3.548497171821e-03	3.651533627227e-03	3.870605274363e-03	5.084282994307e-03	5.655948453794e-03	6.699627994589e-03	7.034998151910e-03	7.690656432796e-03	8.904084186591e-03	9.171000823574e-03	1.023692182414e-02	31.47830166	150.83152452	173.19366465	245.49063684	389.40255434	400.70949837	424.74983287	557.93556796	620.66860095	735.19919219	772.00181302	843.95199277	977.11029724	1006.40101249	1123.37232183
188	4.9218284906e+00	1.3613568166e+00	0.0000000000e+00	0.0000000000e+00	2.808440853315e-04	1.350756890740e-03	1.586090411799e-03	2.196718282407e-03	3.551616158280e-03	3.646733506410e-03	3.853978567805e-03	5.086540168807e-03	5.655490406883e-03	6.706721339189e-03	7.033546407264e-03	7.689886057691e-03	8.901401001185e-03	9.162098671362e-03	1.022398899159e-02	30.81907605	148.22843533	174.05330422	241.06196762	389.74482354	400.18274600	422.92526273	558.18326423	620.61833612	735.97759679	771.84250246	843.86745387	976.81585168	1005.42411421	1121.95310750
189	4.9480084294e+00	1.3351768778e+00	0.0000000000e+00	0.0000000000e+00	2.747856970727e-04	1.326797066660e-03	1.593672220542e-03	2.156178853890e-03	3.554628155602e-03	3.641210616437e-03	3.838213796006e-03	5.088755787204e-03	5.654978078219e-03	6.712951117402e-03	7.032011380780e-03	7.689735448578e-03	8.898447093070e-03	9.152748039243e-03	1.021066126920e-02	30.15424478	145.59914855	174.88531156	236.61327956	390.07535204	399.57667888	421.19527899	558.42640025	620.56211454	736.66123593	771.67405277	843.85092643	976.49169773	1004.39800094	1120.49055902
190	4.9741883682e+00	1.3089969390e+00	0.0000000000e+00	0.0000000000e+00	2.686756385621e-04	1.302604880448e-03	1.600991080205e-03	2.115462719845e-03	3.557531247826e-03	3.634897522668e-03	3.823413077652e-03	5.090930609828e-03	5.654416167256e-03	6.718349632142e-03	7.030328964029e-03	7.690241219758e-03	8.895229172733e-03	9.142935835872e-03	1.019694169829e-02	29.48374336	142.94436297	175.68846357	232.14520030	390.39392959	398.88389692	419.57108788	558.66505944	620.50045194	737.25365444	771.48942887	843.90642840	976.13857179	1003.32123608	1118.98501013
191	5.0003683070e+00	1.2828170002e+00	0.0000000000e+00	0.0000000000e+00	2.625129799576e-04	1.278187413692e-03	1.608035948853e-03	2.074575833264e-03	3.560323639855e-03	3.627738726895e-03	3.809666686420e-03	5.093065173716e-03	5.653809682958e-03	6.722958189606e-03	7.028429427803e-03	7.691436436183e-03	8.891751814081e-03	9.132653718867e-03	1.018283519358e-02	28.80746975	140.26485572	176.46154855	227.65838312	390.70035920	398.09830988	418.06259581	558.89930076	620.43389798	737.75938517	771.28097887	844.03758824	975.75697579	1002.19290416	1117.43700017
192	5.0265482457e+00	1.2566370614e+00	0.0000000000e+00	0.0000000000e+00	2.562964206633e-04	1.253552453278e-03	1.614795934695e-03	2.033524377313e-03	3.563003666000e-03	3.619700175683e-03	3.797043366401e-03	5.095159795565e-03	5.653163901396e-03	6.726825458223e-03	7.026240045170e-03	7.693349620667e-03	8.888016544683e-03	9.121899122900e-03	1.016834858219e-02	28.12528122	137.56148129	177.20337125	223.15350654	390.99445807	397.21618085	416.67734656	559.12915894	620.36303165	738.18376885	771.04072189	844.24753597	975.34707735	1001.01272367	1115.84727833
193	5.0527281845e+00	1.2304571227e+00	0.0000000000e+00	0.0000000000e+00	2.500242633921e-04	1.228708478167e-03	1.621260348104e-03	1.992314761126e-03	3.565569799243e-03	3.610778171277e-03	3.785581238671e-03	5.097214577434e-03	5.652484322465e-03	6.730005534408e-03	7.023687974529e-03	7.696003805342e-03	8.884020805987e-03	9.110676408713e-03	1.015349063027e-02	27.43699152	134.83517015	177.91275862	218.63127388	391.27605865	396.23710404	415.41952343	559.35464518	620.28845648	738.53274187	770.76066451	844.53879908	974.90859571	999.78117314	1114.21680657
194	5.0789081233e+00	1.2042771839e+00	0.0000000000e+00	0.0000000000e+00	2.436943893133e-04	1.203664641559e-03	1.627418759574e-03	1.950953614829e-03	3.568020661209e-03	3.601004967564e-03	3.775282017688e-03	5.099229415115e-03	5.651776625966e-03	6.732555876813e-03	7.020703176619e-03	7.699415692177e-03	8.879756747117e-03	9.098998168914e-03	1.013827205687e-02	26.74236813	132.08692675	178.58856617	214.09241271	391.54500966	395.16461890	414.28931456	559.57574806	620.21079577	738.81260960	770.43312080	844.91321038	974.44066934	998.49963445	1112.54676117
195	5.1050880621e+00	1.1780972451e+00	0.0000000000e+00	0.0000000000e+00	2.373042322560e-04	1.178430748612e-03	1.633261063496e-03	1.909447784377e-03	3.570355032853e-03	3.590448874541e-03	3.766110715359e-03	5.101204009066e-03	5.651046627302e-03	6.734535259512e-03	7.017221153093e-03	7.703594984810e-03	8.875209811077e-03	9.086886731194e-03	1.012270553494e-02	26.04112945	129.31782707	179.22968492	209.53767429	391.80117734	394.00622158	413.28288046	559.79243470	620.13068767	739.02982174	770.05101289	845.37183473	973.94170078	997.17055779	1110.83853284
196	5.1312680009e+00	1.1519173063e+00	0.0000000000e+00	0.0000000000e+00	2.308507495226e-04	1.153017229924e-03	1.638777546628e-03	1.867804327668e-03	3.572571865838e-03	3.579208495727e-03	3.758001209768e-03	5.103137877737e-03	5.650300232974e-03	6.736001862833e-03	7.013185336354e-03	7.708543943306e-03	8.870357074731e-03	9.074375897092e-03	1.010680567923e-02	25.33294158	126.52901575	179.83504897	204.96783314	392.04444664	392.77273259	412.39296509	560.00465226	620.04878036	739.19076285	769.60813319	845.91492015	973.40917452	995.79765243	1109.09372536
197	5.1574479396e+00	1.1257373675e+00	0.0000000000e+00	0.0000000000e+00	2.243303863572e-04	1.127435110994e-03	1.643958957002e-03	1.826030516352e-03	3.567402823734e-03	3.574670294587e-03	3.750865954869e-03	5.105030373139e-03	5.649543396065e-03	6.737011577970e-03	7.008549020353e-03	7.714257195829e-03	8.865165322170e-03	9.061512936192e-03	1.009058902142e-02	24.61741442	123.72170269	180.40364303	200.38368722	391.47720983	392.27472258	411.60996137	560.21232962	619.96572711	739.30156628	769.09935632	846.54187715	972.83944553	994.38610563	1107.31415286
198	5.1836278784e+00	1.0995574288e+00	0.0000000000e+00	0.0000000000e+00	2.177390304730e-04	1.101695977924e-03	1.648796556784e-03	1.784133859792e-03	3.555160066312e-03	3.576649648981e-03	3.744606960462e-03	5.106880698436e-03	5.648782071875e-03	6.737616557706e-03	7.003276787972e-03	7.720721818813e-03	8.859588880176e-03	9.048360806563e-03	1.007407397262e-02	23.89409672	120.89715931	180.93450825	195.78606059	390.13372250	392.49193161	410.92311612	560.41537935	619.88218144	739.36795514	768.52079569	847.25128752	972.22750175	992.94282623	1105.50183574
199	5.2098078172e+00	1.0733774900e+00	0.0000000000e+00	0.0000000000e+00	2.110719522130e-04	1.075811939649e-03	1.653282074011e-03	1.742122236056e-03	3.542607796040e-03	3.578509467643e-03	3.739125450975e-03	5.108687927354e-03	5.648022173837e-03	6.737864007429e-03	6.997345452272e-03	7.727917673439e-03	8.853567348485e-03	9.035000468230e-03	1.005728077379e-02	23.16246945	118.05671444	181.42673687	191.17581777	388.75627005	392.69602312	410.32158999	560.61369980	619.79879227	739.39510960	767.86990683	848.04094129	971.56671503	991.47669857	1103.65899517
200	5.2359877560e+00	1.0471975512e+00	0.0000000000e+00	0.0000000000e+00	2.043237247931e-04	1.049795586995e-03	1.657406734893e-03	1.700004947792e-03	3.529865845659e-03	3.580249511768e-03	3.734328782874e-03	5.110451025145e-03	5.647269529845e-03	6.737795181554e-03	6.990744579065e-03	7.735817964805e-03	8.847023548641e-03	9.021532965429e-03	1.004023143470e-02	22.42193709	115.20174973	181.87936608	186.55397962	387.35800262	392.88697089	409.79521651	560.80717742	619.71619914	739.38755684	767.14554472	848.90789806	970.84861600	989.99881096	1101.78804647
201	5.2621676948e+00	1.0210176124e+00	0.0000000000e+00	0.0000000000e+00	1.974881175235e-04	1.023659948929e-03	1.657708585965e-03	1.661245493045e-03	3.517042161835e-03	3.581869779394e-03	3.730134409743e-03	5.112168870875e-03	5.646529839123e-03	6.737444531045e-03	6.983476693612e-03	7.744389974021e-03	8.839862321180e-03	9.008080647384e-03	1.002294966238e-02	21.67181590	112.33369497	181.91249041	182.30062110	385.95076598	393.06477471	409.33493726	560.99568920	619.63502746	739.34907739	766.34798648	849.84856734	970.06276212	988.52258969	1099.89159116
202	5.2883476335e+00	9.9483767364e-01	0.0000000000e+00	0.0000000000e+00	1.905579526993e-04	9.974184463802e-04	1.615462224813e-03	1.664571931377e-03	3.504231085894e-03	3.583370520044e-03	3.726471428420e-03	5.113840280729e-03	5.645808629718e-03	6.736838936367e-03	6.975557294231e-03	7.753595904473e-03	8.831971206360e-03	8.994786491918e-03	1.000546077992e-02	20.91131821	109.45402292	177.27648814	182.66565551	384.54491289	393.22946196	408.93297152	561.17910523	619.55588388	739.28262106	765.47893285	850.85880144	969.19681236	987.06372475	1097.97240815
203	5.3145275723e+00	9.6865773486e-01	0.0000000000e+00	0.0000000000e+00	1.835249136523e-04	9.710848440618e-04	1.573069023101e-03	1.667586760373e-03	3.491513289283e-03	3.584752249588e-03	3.723280480353e-03	5.115464032089e-03	5.645111216760e-03	6.735996955178e-03	6.967014801989e-03	7.763393781948e-03	8.823224410505e-03	8.981810129340e-03	9.987791636981e-03	20.13953138	106.56424409	172.62437198	182.99649475	383.14929603	393.38108925	408.58280544	561.35729135	619.47935165	739.19022430	764.54150269	851.93399421	968.23696247	985.63973356	1096.03344383
204	5.3407075111e+00	9.4247779608e-01	0.0000000000e+00	0.0000000000e+00	1.763792866936e-04	9.446732007766e-04	1.530598793505e-03	1.670225349530e-03	3.478956663908e-03	3.586015765198e-03	3.720512709988e-03	5.117038888052e-03	5.644442661584e-03	6.734928013844e-03	6.957890570596e-03	7.773738353269e-03	8.813491437844e-03	8.969319186197e-03	9.969970513220e-03	19.35538946	103.66590125	167.96380299	183.28604644	381.77136567	393.51974407	408.27907775	561.53011181	619.40598620	739.07292155	763.54023402	853.06917970	967.16889217	984.26901099	1094.07780155
205	5.3668874499e+00	9.1629785730e-01	0.0000000000e+00	0.0000000000e+00	1.691096124900e-04	9.181978187505e-04	1.488060969451e-03	1.672484860949e-03	3.466617656730e-03	3.587162160212e-03	3.718128292751e-03	5.118563622135e-03	5.643807731856e-03	6.733631476887e-03	6.948239065919e-03	7.784581937571e-03	8.802650835292e-03	8.957475500976e-03	9.952027016164e-03	18.55763493	100.76056389	163.29581636	183.53399916	380.41731614	393.64554638	408.01741821	561.69743204	619.33631072	738.93064306	762.48110381	854.25912553	965.97927355	982.96931676	1092.10873035
206	5.3930673887e+00	8.9011791852e-01	0.0000000000e+00	0.0000000000e+00	1.617022112200e-04	8.916731926102e-04	1.445464132840e-03	1.674364819770e-03	3.454542727142e-03	3.588192838709e-03	3.716094856012e-03	5.120037042819e-03	5.643210862833e-03	6.732095542028e-03	6.938128298784e-03	7.795875196356e-03	8.790607377937e-03	8.946417883473e-03	9.933991975061e-03	17.74476660	97.84982262	158.62135385	183.74030079	379.09224578	393.75865027	407.79427432	561.85912127	619.27081191	738.76209370	761.37157536	855.49841744	964.65765687	981.75588350	1090.12961335
207	5.4192473274e+00	8.6393797974e-01	0.0000000000e+00	0.0000000000e+00	1.541405280517e-04	8.651139587183e-04	1.402816735597e-03	1.675866486421e-03	3.442769749697e-03	3.589109529551e-03	3.714385972328e-03	5.121458017679e-03	5.642656119950e-03	6.730295938536e-03	6.927640552159e-03	7.807567800849e-03	8.777308430816e-03	8.936245681754e-03	9.915897332300e-03	16.91496779	94.93528359	153.94134296	183.90508966	377.80031084	393.85924546	407.60674601	562.01505524	619.20993592	738.56461004	760.22067820	856.78153247	963.19826611	980.63961339	1088.14395582
208	5.4454272662e+00	8.3775804096e-01	0.0000000000e+00	0.0000000000e+00	1.464042162545e-04	8.385348456913e-04	1.360127189426e-03	1.676992854042e-03	3.431329279311e-03	3.589914299641e-03	3.712979809613e-03	5.122825496755e-03	5.642147162908e-03	6.728194468156e-03	6.916873370819e-03	7.819608986510e-03	8.762754055975e-03	8.927008587216e-03	9.897776034041e-03	16.06600570	92.01856307	149.25670675	184.02869422	376.54486433	393.94755877	407.45243749	562.16511872	619.15408434	738.33400032	759.03911662	858.10289986	961.60110808	979.62595943	1086.15537320
209	5.4716072050e+00	8.1157810218e-01	0.0000000000e+00	0.0000000000e+00	1.384678256353e-04	8.119506270758e-04	1.317403870627e-03	1.677748721877e-03	3.420245651591e-03	3.590609566092e-03	3.711857967234e-03	5.124138534899e-03	5.641687211516e-03	6.725737544807e-03	6.905940655303e-03	7.831947993909e-03	8.746997314446e-03	8.918706227668e-03	9.879661921607e-03	15.19508749	89.10128228	144.56836443	184.11164113	375.32857678	394.02385544	407.32932952	562.30920800	619.10361051	738.06438415	757.83938977	859.45694941	959.87200556	978.71488078	1084.16757912
210	5.4977871438e+00	7.8539816340e-01	0.0000000000e+00	0.0000000000e+00	1.302988762958e-04	7.853760773437e-04	1.274655104881e-03	1.678140777304e-03	3.409537920407e-03	3.591198106974e-03	3.711004497447e-03	5.125396312784e-03	5.641279013553e-03	6.722855092442e-03	6.894973491895e-03	7.844534402136e-03	8.730135373484e-03	8.911296937610e-03	9.861589625152e-03	14.29864892	86.18506253	139.87722963	184.15466424	374.15353910	394.08844034	407.23567203	562.44723317	619.05881596	737.74807156	756.63588270	860.83814806	958.02162142	977.90180518	1082.18437382
211	5.5239670826e+00	7.5921822462e-01	0.0000000000e+00	0.0000000000e+00	1.218549352608e-04	7.588259326032e-04	1.231889145585e-03	1.678177670529e-03	3.399220648352e-03	3.591683070307e-03	3.710405097822e-03	5.126598156296e-03	5.640924814970e-03	6.719460472812e-03	6.884120033418e-03	7.857318365551e-03	8.712295554386e-03	8.904711569994e-03	9.843594460924e-03	13.37203350	83.27152091	135.18420805	184.15871280	373.02134936	394.14165892	407.16989553	562.57912025	619.01994716	737.37555512	755.44485330	862.24102589	956.06392756	977.17914461	1080.20963280
212	5.5501470213e+00	7.3303828584e-01	0.0000000000e+00	0.0000000000e+00	1.130789949920e-04	7.323148577346e-04	1.189114149809e-03	1.677870075596e-03	3.389304570524e-03	3.592067980886e-03	3.710046455351e-03	5.127743554037e-03	5.640626332805e-03	6.715452508007e-03	6.873543350161e-03	7.870250767341e-03	8.693621176821e-03	8.898867493157e-03	9.825712333278e-03	12.40898537	80.36226672	130.49019484	184.12495816	371.93318560	394.18389797	407.13053906	562.70481312	618.98719253	736.93573182	754.28419647	863.66019295	954.01465150	976.53783131	1078.24729612
213	5.5763269601e+00	7.0685834706e-01	0.0000000000e+00	0.0000000000e+00	1.038917834869e-04	7.058574220522e-04	1.146338153604e-03	1.677230733870e-03	3.379797152207e-03	3.592356744573e-03	3.709915722482e-03	5.128832172656e-03	5.640384731221e-03	6.710720972328e-03	6.863415859767e-03	7.883283304334e-03	8.674260389030e-03	8.893679583257e-03	9.807979642295e-03	11.40080544	77.45889875	125.79607184	184.05479851	370.88986703	394.21558612	407.11619279	562.82427521	618.96067982	736.41650579	753.17283286	865.09034858	951.89005062	975.96852400	1076.30135821
214	5.6025068989e+00	6.8067840828e-01	0.0000000000e+00	0.0000000000e+00	9.417810211573e-05	6.794680861190e-04	1.103569047826e-03	1.676274477080e-03	3.370703059205e-03	3.592553649608e-03	3.710000106891e-03	5.129863869779e-03	5.640200601152e-03	6.705156768830e-03	6.853909104650e-03	7.896368517500e-03	8.654358948356e-03	8.889067247486e-03	9.790433197580e-03	10.33485212	74.56300386	121.10270498	183.94986146	369.89190568	394.23719395	407.12545291	562.93749088	618.94047388	735.80590504	752.12958707	866.52628474	949.70611994	975.46237865	1074.37585846
