# idx	kdist	kx	ky	kz	mode0	mode1	mode2	mode3	mode4	mode5	mode6	mode7	mode8	mode9	mode10	mode11	mode12	mode13	mode14	mode0_cm1	mode1_cm1	mode2_cm1	mode3_cm1	mode4_cm1	mode5_cm1	mode6_cm1	mode7_cm1	mode8_cm1	mode9_cm1	mode10_cm1	mode11_cm1	mode12_cm1	mode13_cm1	mode14_cm1
371	9.7127572873e+00	2.8797932658e-01	3.1415926536e+00	0.0000000000e+00	1.597817442671e-03	1.917099914322e-03	3.222672027571e-03	3.596344780350e-03	3.641844103060e-03	4.526944896147e-03	4.943582534777e-03	5.583767345721e-03	7.079863579823e-03	7.362718907840e-03	7.379470501761e-03	7.958149706861e-03	8.786370739434e-03	9.887182103358e-03	1.036311844080e-02	175.34019711	210.37739849	353.64737763	394.65322246	399.64619600	496.77478114	542.49547722	612.74763991	776.92522464	807.96500907	809.80328402	873.30598662	964.19273953	1084.99282368	1137.22079979
372	9.7389372261e+00	3.1415926536e-01	3.1415926536e+00	0.0000000000e+00	1.598634670701e-03	1.915844902428e-03	3.222196360602e-03	3.595523463468e-03	3.641386494556e-03	4.527254249625e-03	4.937456707838e-03	5.587490915214e-03	7.069571524542e-03	7.362035910481e-03	7.379552012550e-03	7.965231935651e-03	8.786607109004e-03	9.885771376387e-03	1.036245666752e-02	175.42987752	210.23967686	353.59517921	394.56309335	399.59597927	496.80872876	541.82324541	613.15625443	775.79580212	807.89005877	809.81222879	874.08317140	964.21867809	1084.83801429	1137.14817856
373	9.7651171649e+00	3.4033920414e-01	3.1415926536e+00	0.0000000000e+00	1.599516392908e-03	1.914488890006e-03	3.221677840214e-03	3.594627338573e-03	3.640895559850e-03	4.527618767906e-03	4.930901829664e-03	5.591448587102e-03	7.058587182075e-03	7.361323359860e-03	7.379666672681e-03	7.972746763489e-03	8.786853822703e-03	9.884249581986e-03	1.036176174997e-02	175.52663535	210.09087169	353.53827818	394.46475501	399.54210542	496.84873002	541.10393068	613.59055872	774.59040987	807.81186538	809.82481129	874.90782844	964.24575179	1084.67101666	1137.07192018
374	9.7912971037e+00	3.6651914292e-01	3.1415926536e+00	0.0000000000e+00	1.600461206309e-03	1.913033664058e-03	3.221116055111e-03	3.593655500561e-03	3.640373089738e-03	4.528044515876e-03	4.923938579541e-03	5.595622862635e-03	7.046947689776e-03	7.360587116334e-03	7.379821143150e-03	7.980661588288e-03	8.787108725303e-03	9.882619305833e-03	1.036103920062e-02	175.63031663	209.93117910	353.47662939	394.35810812	399.48477095	496.89545046	540.33980230	614.04863251	773.31312323	807.73107199	809.84176246	875.77638006	964.27372412	1084.49211453	1136.99262955
375	9.8174770425e+00	3.9269908170e-01	3.1415926536e+00	0.0000000000e+00	1.601467686513e-03	1.911481064005e-03	3.220510546855e-03	3.592606960239e-03	3.639821071838e-03	4.528537667241e-03	4.916587706048e-03	5.599996312123e-03	7.034689404219e-03	7.359832913398e-03	7.380022649530e-03	7.988944836809e-03	8.787369635820e-03	9.880883220656e-03	1.036029474274e-02	175.74076507	209.76080094	353.41018254	394.24304412	399.42419399	496.94956757	539.53313718	614.52856312	771.96793187	807.64830778	809.86387523	876.68536152	964.30235574	1084.30160120	1136.91093474
376	9.8436569812e+00	4.1887902048e-01	3.1415926536e+00	0.0000000000e+00	1.602534406129e-03	1.909832964807e-03	3.219860807201e-03	3.591480647892e-03	3.639241694254e-03	4.529104430352e-03	4.908869857980e-03	5.604551720562e-03	7.021847625487e-03	7.359066254280e-03	7.380278966885e-03	7.997566218418e-03	8.787634375231e-03	9.879044062063e-03	1.035953425985e-02	175.85782402	209.57994296	353.33888185	394.11944562	399.36061464	497.01176263	538.68620125	615.02846141	770.55870955	807.56417667	809.89200281	877.63144880	964.33140753	1084.09977687	1136.82748139
377	9.8698369200e+00	4.4505895926e-01	3.1415926536e+00	0.0000000000e+00	1.603659953648e-03	1.908091260223e-03	3.219166275438e-03	3.590275419374e-03	3.638637346454e-03	4.529750973003e-03	4.900805440527e-03	5.609272207554e-03	7.008456391831e-03	7.358292316837e-03	7.380598392443e-03	8.006496907619e-03	8.787900794259e-03	9.877104603870e-03	1.035876374230e-02	175.98133858	209.38881297	353.26266580	393.98718708	399.29429514	497.08271248	537.80123372	615.54647499	769.08919151	807.47924685	809.92705571	878.61147866	964.36064364	1083.88694594	1136.74292686
378	9.8960168588e+00	4.7123889804e-01	3.1415926536e+00	0.0000000000e+00	1.604842952630e-03	1.906257846459e-03	3.218426335782e-03	3.588990065043e-03	3.638010616867e-03	4.530483347062e-03	4.892414495413e-03	5.614141323089e-03	6.994548335759e-03	7.357515870261e-03	7.380989703455e-03	8.015709664388e-03	8.788166800894e-03	9.875067633210e-03	1.035798923115e-02	176.11115771	209.18761907	353.18146681	393.84613575	399.22551952	497.16308125	536.88043393	616.08079865	767.56295877	807.39404169	809.96999713	879.62246185	964.38983449	1083.66341424	1136.65793409
379	9.9221967976e+00	4.9741883682e-01	3.1415926536e+00	0.0000000000e+00	1.606082081030e-03	1.904334606442e-03	3.217640314872e-03	3.587623321812e-03	3.637364286813e-03	4.531307413778e-03	4.883716603076e-03	5.619143121415e-03	6.980154592089e-03	7.356741206861e-03	7.381462097938e-03	8.025178901879e-03	8.788430387372e-03	9.872935925684e-03	1.035721675962e-02	176.24713634	208.97656787	353.09521098	393.69615301	399.15459299	497.25351212	535.92595057	616.62968258	765.98342798	807.30903221	810.02183643	880.66159056	964.41875977	1083.42948638	1136.57316514
380	9.9483767364e+00	5.2359877560e-01	3.1415926536e+00	0.0000000000e+00	1.607376090483e-03	1.902323394994e-03	3.216807479385e-03	3.586173888484e-03	3.636701320459e-03	4.532228770640e-03	4.874730804643e-03	5.624262215557e-03	6.965304748722e-03	7.355972091622e-03	7.382025116541e-03	8.034880710869e-03	8.788689656299e-03	9.870712220855e-03	1.035645229223e-02	176.38913746	208.75586293	353.00381785	393.53709609	399.08184084	497.35461935	534.93987317	617.19143823	764.35384603	807.22463156	810.08362058	881.72624103	964.44721124	1083.18546298	1136.48927454
381	9.9745566751e+00	5.4977871438e-01	3.1415926536e+00	0.0000000000e+00	1.608723825386e-03	1.900226025131e-03	3.215927033836e-03	3.584640444376e-03	3.636024850661e-03	4.533252680648e-03	4.865475541273e-03	5.629483815202e-03	6.950026831559e-03	7.355211731460e-03	7.382688544539e-03	8.044792849694e-03	8.788942845653e-03	9.868399198356e-03	1.035570166186e-02	176.53703427	208.52570319	352.90720012	393.36882005	399.00760686	497.46698048	533.92422541	617.76444255	762.67728841	807.14119168	810.15642339	882.81397254	964.47499556	1082.93163810	1136.40690237
382	1.0000736614e+01	5.7595865316e-01	3.1415926536e+00	0.0000000000e+00	1.610124241598e-03	1.898044255733e-03	3.214998118569e-03	3.583021671116e-03	3.635338160701e-03	4.534384004827e-03	4.855968608487e-03	5.634793750666e-03	6.934347315936e-03	7.354462765038e-03	7.383462294047e-03	8.054894707446e-03	8.789188352388e-03	9.865999454899e-03	1.035497050511e-02	176.69071219	208.28628167	352.80526345	393.19118022	398.93225135	497.59112896	532.88096013	618.34714062	760.95666046	807.05900212	810.24133259	883.92252329	964.50193681	1082.66829670	1136.32666720
383	1.0026916553e+01	6.0213859194e-01	3.1415926536e+00	0.0000000000e+00	1.611576424585e-03	1.895779780834e-03	3.214019808007e-03	3.581316277273e-03	3.634644662112e-03	4.535627138836e-03	4.846227123236e-03	5.640178485494e-03	6.918291157996e-03	7.353727272730e-03	7.384356267782e-03	8.065167247196e-03	8.789424754395e-03	9.863515482446e-03	1.035426419611e-02	176.85007085	208.03778427	352.69790628	393.00403488	398.85614868	497.72754715	531.81195569	618.93804696	759.19470078	806.97829117	810.33943486	885.04980423	964.52787893	1082.39571223	1136.24915874
384	1.0053096491e+01	6.2831853072e-01	3.1415926536e+00	0.0000000000e+00	1.613079606848e-03	1.893434220723e-03	3.212991109174e-03	3.579523025355e-03	3.633947868997e-03	4.536985954419e-03	4.836267501629e-03	5.645625120053e-03	6.901881840508e-03	7.353006805032e-03	7.385380207032e-03	8.075592934907e-03	8.789650830571e-03	9.860949647804e-03	1.035358777913e-02	177.01502604	207.78038880	352.58501963	392.80724822	398.77968447	497.87665992	530.71901355	619.53574602	757.39398633	806.89922897	810.45179921	886.19389122	964.55268793	1082.11414442	1136.17493056
385	1.0079276430e+01	6.5449846950e-01	3.1415926536e+00	0.0000000000e+00	1.614633184468e-03	1.891009115095e-03	3.211910960530e-03	3.577640760475e-03	3.633251369397e-03	4.538463746461e-03	4.826105445553e-03	5.651121388186e-03	6.885141428648e-03	7.352302426439e-03	7.386543527726e-03	8.086155658701e-03	8.789865578787e-03	9.858304173874e-03	1.035294590041e-02	177.18551147	207.51426422	352.46648702	392.60069353	398.70325247	498.03882886	529.60385679	620.13889173	755.55693847	806.82193236	810.57945890	887.35301617	964.57625382	1081.82383722	1136.10449251
386	1.0105456369e+01	6.8067840828e-01	3.1415926536e+00	0.0000000000e+00	1.616236732597e-03	1.888505918422e-03	3.210778231143e-03	3.575668439895e-03	3.632558794450e-03	4.540063186316e-03	4.815755936599e-03	5.656655648745e-03	6.868090632188e-03	7.351614770819e-03	7.387855149502e-03	8.096840642209e-03	8.790068231528e-03	9.855581122758e-03	1.035234273951e-02	177.36148054	207.23957014	352.34218434	392.38425636	398.62725116	498.21434709	528.46812946	620.74620663	753.68582984	806.74647088	810.72339275	888.52555758	964.59849239	1081.52501690	1136.03830325
387	1.0131636308e+01	7.0685834706e-01	3.1415926536e+00	0.0000000000e+00	1.617890019761e-03	1.885925997728e-03	3.209591720241e-03	3.573605162507e-03	3.631873786191e-03	4.541786282018e-03	4.805233236042e-03	5.662216873485e-03	6.850748871328e-03	7.350944103687e-03	7.389323323317e-03	8.107634354939e-03	8.790258269032e-03	9.852782380910e-03	1.035178194069e-02	177.54290784	206.95645657	352.21197981	392.15783784	398.55208019	498.40343499	527.31339655	621.35648050	751.78279155	806.67287367	810.88450621	889.71003064	964.61934659	1081.21789048	1135.97676269
388	1.0157816247e+01	7.3303828584e-01	3.1415926536e+00	0.0000000000e+00	1.619593020813e-03	1.883270632915e-03	3.208350157143e-03	3.571450197285e-03	3.631199964905e-03	4.543634345887e-03	4.794550889815e-03	5.667794632576e-03	6.833134344096e-03	7.350290386589e-03	7.390955463274e-03	8.118524421898e-03	8.790435429739e-03	9.849909646468e-03	1.035126654478e-02	177.72979060	206.66506396	352.07573401	391.92135774	398.47813685	498.60623656	526.14114455	621.96856881	749.84982061	806.60113651	811.06361286	890.90507736	964.63878773	1080.90264431	1135.92020453
389	1.0183996185e+01	7.5921822462e-01	3.1415926536e+00	0.0000000000e+00	1.621345928399e-03	1.880541019769e-03	3.207052201616e-03	3.569203009722e-03	3.630540896985e-03	4.545607969994e-03	4.783721737650e-03	5.673379078697e-03	6.815264093792e-03	7.349653339136e-03	7.392757988041e-03	8.129499534137e-03	8.790599717886e-03	9.846964418878e-03	1.035079892202e-02	177.92214997	206.36552354	351.93329986	391.67475741	398.40581251	498.82281677	524.95278246	622.58139094	747.88878732	806.53122863	811.26141709	892.10945671	964.65681627	1080.57944294	1135.86888886
390	1.0210176124e+01	7.8539816340e-01	3.1415926536e+00	0.0000000000e+00	1.623149162817e-03	1.877738275756e-03	3.205696444654e-03	3.566863285331e-03	3.629900064170e-03	4.547707009780e-03	4.772757925752e-03	5.678960930456e-03	6.797154075431e-03	7.349032494883e-03	7.394736176537e-03	8.140549361427e-03	8.790751408117e-03	9.843947990882e-03	1.035038070649e-02	178.12003208	206.05795793	351.78452273	391.41800234	398.33548924	499.05315976	523.74964317	623.19392837	745.90144251	806.46309885	811.47849819	893.32203510	964.67346235	1080.24842823	1135.82299502
391	1.0236356063e+01	8.1157810218e-01	3.1415926536e+00	0.0000000000e+00	1.625003380130e-03	1.874863448667e-03	3.204281409709e-03	3.564430949429e-03	3.629280834958e-03	4.549930576083e-03	4.761670922543e-03	5.684531455686e-03	6.778819220455e-03	7.348427248275e-03	7.396894041532e-03	8.151664467881e-03	8.790891046969e-03	9.840861442898e-03	1.035001273270e-02	178.32350891	205.74248213	351.62924059	391.15108432	398.26753668	499.29716796	522.53298520	623.80522286	743.88942474	806.39668071	811.71529650	894.54177704	964.68878595	1079.90971874	1135.78261456
392	1.0262536002e+01	8.3775804096e-01	3.1415926536e+00	0.0000000000e+00	1.626909478445e-03	1.871917528183e-03	3.202805554374e-03	3.561906182538e-03	3.628686438840e-03	4.552277035653e-03	4.750471537121e-03	5.690082454991e-03	6.760273499320e-03	7.347836890903e-03	7.399234223698e-03	8.162836231091e-03	8.791019451132e-03	9.837705639789e-03	1.034969497498e-02	178.53267902	205.41920472	351.46728419	390.87402318	398.20230925	499.55466213	521.30399471	624.41437462	741.85426709	806.33189648	811.97210181	895.76773635	964.70287667	1079.56340938	1135.74774468
393	1.0288715941e+01	8.6393797974e-01	3.1415926536e+00	0.0000000000e+00	1.628868602235e-03	1.868901460351e-03	3.201267272529e-03	3.559289430972e-03	3.628119943826e-03	4.554744020108e-03	4.739169940260e-03	5.695606245753e-03	6.741529981716e-03	7.347260636433e-03	7.401757907555e-03	8.174056765056e-03	8.791137702387e-03	9.834481229979e-03	1.034942649037e-02	178.74766801	205.08822953	351.29847727	390.58686789	398.14014361	499.82538238	520.06378780	625.02054059	739.79740378	806.26865986	812.24904410	896.99904763	964.71585325	1079.20957130	1135.71828190
394	1.0314895879e+01	8.9011791852e-01	3.1415926536e+00	0.0000000000e+00	1.630882144632e-03	1.865816164963e-03	3.199664896958e-03	3.556581412353e-03	3.627584237564e-03	4.557328443125e-03	4.727775687836e-03	5.701095646721e-03	6.722600894389e-03	7.346697634439e-03	7.404464759776e-03	8.185318847080e-03	8.791247139165e-03	9.831188646839e-03	1.034920536558e-02	178.96862875	204.74965750	351.12263687	390.28969720	398.08135664	500.10899003	518.81341313	625.62293272	737.72017655	806.20687753	812.54608680	898.23491828	964.72786255	1078.84825207	1135.69401626
395	1.0341075818e+01	9.1629785730e-01	3.1415926536e+00	0.0000000000e+00	1.632951747595e-03	1.862662555805e-03	3.197996702418e-03	3.553783116017e-03	3.627082012139e-03	4.560026525437e-03	4.716297746773e-03	5.706543963186e-03	6.703497676580e-03	7.346146974050e-03	7.407352889593e-03	8.196615848637e-03	8.791349344682e-03	9.827828112249e-03	1.034902866893e-02	179.19574142	204.40358890	350.93957368	389.98261967	398.02624377	500.40507034	517.55385469	626.22081634	735.62384071	806.14644954	812.86302241	899.47462090	964.73907831	1078.47947602	1135.67462604
396	1.0367255757e+01	9.4247779608e-01	3.1415926536e+00	0.0000000000e+00	1.635079299902e-03	1.859441563657e-03	3.196260909191e-03	3.550895798446e-03	3.626615752509e-03	4.562833826898e-03	4.704744523793e-03	5.711944972683e-03	6.684231033241e-03	7.345607678755e-03	7.410418830513e-03	8.207941670150e-03	8.791446131627e-03	9.824399642197e-03	1.034889240769e-02	179.42921330	204.05012586	350.74909239	389.66577319	397.97507769	500.71313607	516.28603501	626.81350862	733.50957098	806.08726872	813.19947054	900.71748616	964.74969945	1078.10324492	1135.65967310
397	1.0393435696e+01	9.6865773486e-01	3.1415926536e+00	0.0000000000e+00	1.637266932888e-03	1.856154161970e-03	3.194455687073e-03	3.547920974012e-03	3.626187728381e-03	4.565745284363e-03	4.693123897687e-03	5.717292911116e-03	6.664810986159e-03	7.345078693911e-03	7.413657542309e-03	8.219290679555e-03	8.791539523431e-03	9.820903054291e-03	1.034879149177e-02	179.66927827	203.68937523	350.55099216	389.33932394	397.92810747	501.03263159	515.01081869	627.40037703	731.37846715	806.02921934	813.55487808	901.96289598	964.75994801	1077.71953875	1135.64859886
398	1.0419615634e+01	9.9483767364e-01	3.1415926536e+00	0.0000000000e+00	1.639517013885e-03	1.852801395039e-03	3.192579159822e-03	3.544860401459e-03	3.625799989224e-03	4.568755253114e-03	4.681443256756e-03	5.722582459153e-03	6.645246923200e-03	7.344558868486e-03	7.417062432093e-03	8.230657654492e-03	8.791631732160e-03	9.817337977015e-03	1.034871970420e-02	179.91619612	203.32145158	350.34506710	389.00346492	397.88555802	501.36293748	513.72901651	627.98083784	729.23155939	805.97217509	813.92852154	903.21027730	964.77006675	1077.32831674	1135.64072108
399	1.0445795573e+01	1.0210176124e+00	3.1415926536e+00	0.0000000000e+00	1.641832137319e-03	1.849384408519e-03	3.190629410046e-03	3.541716066617e-03	3.625454362060e-03	4.571857547273e-03	4.669709545234e-03	5.727808728735e-03	6.625547645856e-03	7.344046932438e-03	7.420625393347e-03	8.242037727928e-03	8.791725133117e-03	9.813703860584e-03	1.034866967919e-02	180.17025155	202.94648065	350.13110679	388.65841406	397.84762982	501.70337492	512.44139051	628.55435463	727.06981358	805.91599661	814.31951135	904.45909601	964.78031632	1076.92951856	1135.63523147
400	1.0471975512e+01	1.0471975512e+00	3.1415926536e+00	0.0000000000e+00	1.644215113407e-03	1.845904482067e-03	3.188604484506e-03	3.538490161897e-03	3.625152451632e-03	4.575045468760e-03	4.657929328327e-03	5.732967249538e-03	6.605721415278e-03	7.343541470923e-03	7.424336861844e-03	8.253426337054e-03	8.791822236294e-03	9.809999989222e-03	1.034863288826e-02	180.43175295	202.56460287	349.90889690	388.30441193	397.81449898	502.05320886	511.14866113	629.12043686	724.89413625	805.86052862	814.72679794	905.70885141	964.79097216	1076.52306566	1135.63119413
401	1.0498155451e+01	1.0733774900e+00	3.1415926536e+00	0.0000000000e+00	1.646668954426e-03	1.842363063904e-03	3.186502399840e-03	3.535185063145e-03	3.624895642545e-03	4.578311796557e-03	4.646108903157e-03	5.738053955214e-03	6.585775996978e-03	7.343040896241e-03	7.428185887540e-03	8.264819175246e-03	8.791925654830e-03	9.806225494742e-03	1.034859963496e-02	180.70103088	202.17597714	349.67821977	387.94171927	397.78631744	502.41164691	509.85151940	629.67863828	722.70537959	805.80559690	815.14917968	906.95907089	964.80232104	1076.10886276	1135.62754501
402	1.0524335390e+01	1.0995574288e+00	3.1415926536e+00	0.0000000000e+00	1.649196858472e-03	1.838761807042e-03	3.184321148685e-03	3.531803304419e-03	3.624685103011e-03	4.581648643870e-03	4.634254547057e-03	5.743065169291e-03	6.565718704335e-03	7.342543418211e-03	7.432160221598e-03	8.276212146937e-03	8.792038070726e-03	9.802379371254e-03	1.034855905871e-02	180.97843628	201.78078488	349.43885513	387.57061414	397.76321340	502.77782358	508.55065418	630.22855546	720.50434614	805.75100499	815.58531244	908.20930502	964.81465725	1075.68679950	1135.62309228
403	1.0550515328e+01	1.1257373675e+00	3.1415926536e+00	0.0000000000e+00	1.651802190662e-03	1.835102606963e-03	3.182058706174e-03	3.528347551238e-03	3.624521789823e-03	4.585046788267e-03	4.622373297052e-03	5.747997590592e-03	6.545556441039e-03	7.342047013383e-03	7.436246417826e-03	8.287601325238e-03	8.792162198071e-03	9.798460490906e-03	1.034849914799e-02	181.26433844	201.37923409	349.19058076	387.19138907	397.74529185	503.15072682	507.24683770	630.76982614	718.29179348	805.69653086	816.03372064	909.45912287	964.82827866	1075.25675209	1135.61651784
404	1.0576695267e+01	1.1519173063e+00	3.1415926536e+00	0.0000000000e+00	1.654488461635e-03	1.831387640520e-03	3.179713036806e-03	3.524820572820e-03	3.624406454288e-03	4.588491869039e-03	4.610476865162e-03	5.752848278100e-03	6.525295742561e-03	7.341549393323e-03	7.440429947837e-03	8.298982912185e-03	8.792300744142e-03	9.794467620525e-03	1.034840676333e-02	181.55912261	200.97156364	348.93317330	386.80434792	397.73263523	503.52878074	505.94135520	631.30212756	716.06843882	805.64192337	816.49280999	910.70810767	964.84348233	1074.81858521	1135.60637979
